artists,song_id,year,avg_popularity
"Jason Isbell', 'Elizabeth Cook",0gMLWnTbbo9aIh7Mzknn9o,2013,46.0000
"Audio Adrenaline",0Gpdtq9xCH4hJIHM2B3jip,2013,46.0000
"Lil Wyte', 'Jelly Roll', 'Rell', 'J Ceaz",0HWcBYqWbiGWGU42pRowqn,2013,46.0000
"Jason Isbell",0l8yEF94h7YXyxMGBKYrYo,2013,46.0000
"The Danleers",0lLMgROgXxjjwtg0VDo4oJ,2013,46.0000
"Thomas Rhett",0mahSEa17a2ouPEY9gPTTW,2013,46.0000
"Nahko And Medicine For The People",0U1cae4gRaUY1letpW1p2o,2013,46.0000
"Florida Georgia Line",0z7QtUDEnzmSPG8I6t9Jxg,2013,46.0000
"Craig Campbell",389JMtmedq5MLhikWghmzw,2013,46.0000
"Penny and Sparrow",3i9tuE2ltSIY3tmKhcoJB5,2013,46.0000
Volbeat,3Q9z9Kkx0xCu9BL8gWEsMB,2013,46.0000
"The 1975",3srofwWlFzNqgSmRI9YbFY,2013,46.0000
"Oro Norteno",3ulAOc9Rt097aV6OrJSaKU,2013,46.0000
"JAY-Z', 'Frank Ocean",3VeW0pO2pae144rAX2oXPP,2013,46.0000
"The 1975",3W4xpnA5BVg9qduchV1mQy,2013,46.0000
"Jon Wolfe",21YACJjPs7xR9JcgCHspDb,2013,46.0000
"Ellie Goulding",44906V2WC6k59u06A8CO9D,2013,46.0000
"Kevin Gates",4B9El4lQqztivDlRUCxbZB,2013,46.0000
"Balance And Composure",4EvzBvvreh74hcVAsUvfjD,2013,46.0000
"Tech N9ne', 'Wiz Khalifa', 'B.o.B",4GR5UTxY0eMYLNHBdvJW42,2013,46.0000
"James Vincent McMorrow",4Q3m2WAmHWXJYSTvDdifXZ,2013,46.0000
"The Lumineers",4tafL8t3oMuS7LRvEMmjnW,2013,46.0000
"Jason Derulo",141JmkNAbsMQ5ykSy1R8z8,2013,46.0000
"Mini Thin",1fYxi9x6zOPDaAJX58k5H2,2013,46.0000
"Jeremy Zuckerman",1gtflD7JVxpozNitZJp6xu,2013,46.0000
"The 1975",1LD52Nzt9wg1vB3F6gelPH,2013,46.0000
"Hillsong UNITED",1oa8QzSaWAQ8zhFbeyqJlH,2013,46.0000
"Born Without Bones",1Qawn8hSErf3X5idQ2LEzD,2013,46.0000
"Sturgill Simpson",1uVIS0vHr4OnGhj7rjPlIw,2013,46.0000
Scarface,5ZrMd5hAHnKMPCGEw5FmZi,2013,46.0000
"The Head and the Heart",62xoeztSUzgIBTQgbRBBRR,2013,46.0000
"The Wanted",65xj2tRI9FUdK5cKdUI0Ct,2013,46.0000
"Jackson Taylor & the Sinners",69DR0zO0ZKzlfRKmXez0G1,2013,46.0000
"Florida Georgia Line",6bBF2IyiTW5kkYJY1FYQKB,2013,46.0000
"The Band Perry",6BstspHAG1DuMebrQJWPJY,2013,46.0000
Phoenix,6CplRWasnvBmi33sFv6xYn,2013,46.0000
"The Growlers",6eJobiVXF5HQN48BX4spZs,2013,46.0000
"William Onyeabor",6FDGkw2X2Pmp4AaQP8x6mX,2013,46.0000
"Gregory Alan Isakov",6qfg00bGlM1dQJwq08lZGi,2013,46.0000
Nelly,6QoxM9xgqazNPGF026CjpS,2013,46.0000
"King Lil G",50l0a7LTUBkegZMqTHhNI2,2013,46.0000
"The Front Bottoms",54GOsWlxjhVPQOp5FLh1se,2013,46.0000
"Los Amigos Invisibles",59HBsP5zIuEzDsrY9bB2NQ,2013,46.0000
"The Avett Brothers",5BM4OgN8Giv7Wi5K8TN02M,2013,46.0000
"Nipsey Hussle",5LHjOchngPbyg9yxfI96pB,2013,46.0000
"Raekwon', 'Pusha T', 'Common', '2 Chainz', 'CyHi The Prynce', 'Kid Cudi', "D'banj"]",51oVwsllGkGySCLW6inIXE,2012,46.0000
Future,53CUl8RvJqbBPm31SiSg7Q,2012,46.0000
¡MAYDAY!,55iiBrGOWT5W99VKy4Fk2C,2012,46.0000
"The Weeknd",57EfhTf4Y66rO4rIJWRJGY,2012,46.0000
"B.o.B', 'Morgan Freeman",591CsLWV7pXcDGqxdhskDk,2012,46.0000
"Maroon 5",5b2aMqcSeAMlDptX6EjE7m,2012,46.0000
"Curren$y', '2 Chainz",5fw1OTmI7ksd1SPVREYopG,2012,46.0000
"Gavin Rossdale",5iqk123OZlVkvSiTRiz4p5,2012,46.0000
Rihanna,5nUg4ZcXsUAPie730EgUYK,2012,46.0000
Plumb,5RvY3ReERt9o622MqEydNY,2012,46.0000
"fun.', 'Janelle Monáe",5tbz0VnVwfF3jubvjDGdHo,2012,46.0000
"Los Inquietos Del Norte",5tGExZ3Qja9d9ejUNk5ve9,2012,46.0000
Godsmack,5ukJq9U6TXjww78Xo4P7JC,2012,46.0000
"Future', 'Kelly Rowland",5uY9QWVdzL8Foi7emf2omj,2012,46.0000
Lullabyes,3YqCUiTsLR7wNJtk3iFm40,2012,46.0000
"Slightly Stoopid",41kjzlGwJUSEsQuFDWk166,2012,46.0000
"Jeremy Jordan', 'Julie Foldesi', 'Laurie Veldheer",42Dsb8F9IUFx9k6scoW27J,2012,46.0000
"Killer Mike', 'Bun B', 'T.I.', 'Trouble",44XV05LzPeL6nFtNabtBJt,2012,46.0000
"Beach House",4EIhAE4eO8sbT7cLgGFydA,2012,46.0000
"Kanye West', 'DJ Khaled",4eOJxoVUcN0kFX3ymAoREV,2012,46.0000
"St. Lucia",4hoB7jVAo22BXwMFWLdlxQ,2012,46.0000
"Dave Matthews Band",4HREgaJwditqnnb1hZPHWH,2012,46.0000
"WALK THE MOON",4LgIcna8LRrR3DOomihYMY,2012,46.0000
"Shekinah Glory Ministry",4qzO3ttrKNalcBoinN075h,2012,46.0000
"Ja Rule', 'Ashanti",4R6OANdWnhMM9Asu3zjxK6,2012,46.0000
"Of Monsters and Men",4s9MBsOC7ntOehwpH0EJLL,2012,46.0000
"Bruno Mars",4tLihrsL9WMgvI0n9R2bFS,2012,46.0000
"Charm City Devils",4uRmuWgpTKN1cMl76t1tYS,2012,46.0000
"ScHoolboy Q', 'Ab-Soul",4vpNOBwJSl8HA3pLXY6c8U,2012,46.0000
"Demetri Martin",4vVIHxe9kdEsIrrTeHnHyG,2012,46.0000
"Tyga', 'Nicki Minaj",31VM9uxtem39xmT0dfDiSU,2012,46.0000
"Lindsey Stirling",3hG8BApT5ep4mdGleYiCdL,2012,46.0000
"Minnesota', 'Zion I",3KVp3xFBemY9Z4O7vYNfuf,2012,46.0000
Bahamas,3labT48xWDOOR5dWUUPCkk,2012,46.0000
"The Weeknd",3sk0k4PXonU7K2N4S6FHXF,2012,46.0000
"Lord Huron",3SVSjlirwiGk5cepW66iBS,2012,46.0000
"Brandi Carlile",3tAwGmIYlx4dqC0PAT9y8I,2012,46.0000
"Lana Del Rey",3vV6IX7lbyQFmOyAuQpdav,2012,46.0000
"Lil Reese', 'Chief Keef",3WpGt7fhdIDd5ej7xyzbe8,2012,46.0000
"The Staves",6x7oPOBrfsqx9WbON5X1go,2012,46.0000
"Jawga Boyz",6ZtUAt1b7sEY6RmRSGfIaB,2012,46.0000
"John Baumann",6zZRlIbks0tvikltJsVG6c,2012,46.0000
"Lana Del Rey",7c3GnJoriaSP3Xi1wJ5gMb,2012,46.0000
"La Ley De Michoacan",7ChNfrd91vjhERipnRtQSw,2012,46.0000
"Rascal Flatts",7ClZTubD4KudpEuBysLMUI,2012,46.0000
"Keyshia Cole",7GpF0Bh1yvTUA0nyAAIfm5,2012,46.0000
"First Aid Kit",7JGdVPU3Zmg303Va2ZEipG,2012,46.0000
"Sara Bareilles",7KG9zriC6iP8F1CNihtR8Y,2012,46.0000
"deadmau5', 'Chris James",7oPqRSubaWcDb5F68aw3P6,2012,46.0000
"The Beach Boys",7tf64lNC31lWlTsih0nfZf,2012,46.0000
"Lana Del Rey",00K2YLugNIEG4zCPoQVegm,2012,46.0000
"Cigarettes After Sex",07i6kH81u4G4e7sczhvXtn,2012,46.0000
"Beach House",0AaKdqnprvqY2oAhvZWggu,2012,46.0000
"Thousand Foot Krutch",0AY6XbTfRSk9wpCIQTnwc0,2012,46.0000
"Greg Bates",0d3P3GZGU7G3L1cIFLAbqj,2012,46.0000
"The Wanted",0dw7G0QDuW7UwyL0boHKMU,2012,46.0000
"Emeli Sandé",0EGVOnw876hry5JOK0ZaeV,2012,46.0000
"Mac Miller",0EvbxYOLwwFABQHAolmcVF,2012,46.0000
"Go Radio",0gOFuXVXZ3RrYmhhPjum7a,2012,46.0000
"Josh Ward",0KfsbjvGVVozCRhDIbqoyo,2012,46.0000
"Mumford & Sons",0l58YQ6trzdxO3C9XFczZS,2012,46.0000
"Hans Zimmer",0Mbd5y1ZlWzSUR2jNQAJXY,2012,46.0000
"Wild Nothing",0o1N4jfVOXErcR82UKxfO8,2012,46.0000
"Lana Del Rey",0rbuGVyW18IpX0bhA3P4Oh,2012,46.0000
"The Coup",0sAfPM3pfs0tdKwyGrwZHh,2012,46.0000
"Kendrick Lamar",0sd6BRTa0O96tfEbFGhJF9,2012,46.0000
"Austin Moon",0tZzlYq0kPKFfMkkq1oliq,2012,46.0000
"Lana Del Rey",20Dr6PsU4KweNgqDw7Vo0I,2012,46.0000
CHAPPO,229137QCrGaoOBf3IpTxtT,2012,46.0000
"Los Inquietos Del Norte",24F0eVctC6DWwJfN7vJyZS,2012,46.0000
"Clarence Carter",26lWSZtUQvUhTnjqokay5p,2012,46.0000
"The Beach Boys",2EPr9Wx7e1cpGEbNAtuN7x,2012,46.0000
"Glass Tiger",2G0ioyDyvIT1hu71VePzOL,2012,46.0000
"The Wanted",2I7TngtQc3oZO0fsyFDUAJ,2012,46.0000
"G-Eazy', 'Johanna Fay",2JrttSXqvhuac7ppgNrnl9,2012,46.0000
"Wiz Khalifa",62csqLJbdvAKb38rYijV1R,2012,46.0000
"Keith Urban",64bWFjtzBRVSllQz9H2RAY,2012,46.0000
"Tierra Cali",6dMZzMSIRAZeLuPmuZbRyc,2012,46.0000
"G-Eazy', 'Devon Baldwin",6EAE96fgYkea6qZ3pXigNG,2012,46.0000
"Chris Cagle",6EZgdjK4buOwWrmkTVbv7c,2012,46.0000
"The Beach Boys",6KZqW1CRQjzpRgXoOmLkKQ,2012,46.0000
"Machine Gun Kelly', 'Cassie",6LSxkY68uoiwDaZZM0zZ2l,2012,46.0000
"Austin Moon",6nPKFZVp2Lt28ojCYxgo2e,2012,46.0000
"Brooks & Dunn",12TE7Vt592RcM1G3EaaZ0f,2012,46.0000
"Los Rieleros Del Norte",14cugiDNwsCfqHHPUxuCjH,2012,46.0000
"Scissor Sisters",154Ada4WZXskIMnsKiy26u,2012,46.0000
"The Band Perry",172FxN9bhJFdgnpRep1Ll9,2012,46.0000
"Miracle Musical",19siCk4vlsMuzQmLTwi5yt,2012,46.0000
"Neon Trees",1akkzUk0nUq90X56xDVGHZ,2012,46.0000
"Lana Del Rey",1F96ZPH8sMhxRg0E8Nyzev,2012,46.0000
"Bassnectar', 'Mimi Page",1gJSPE9tcQbqNiJQQdROzv,2012,46.0000
Gloriana,1lNl7zRexUwxQ20OKONF3A,2012,46.0000
"Wiz Khalifa', 'Berner",1q8kj0fpTfdGYgjuJd2UTM,2012,46.0000
Anuhea,1SFJG4vZLzjHTmGVj7Hrm8,2012,46.0000
Roar,1Tdcb66Gwr5sczO5CJhmPc,2012,46.0000
"Britt Nicole', 'Lecrae",1Vowce2imLRD2QjZl1tULo,2012,46.0000
"Lindsey Stirling",1vwEwDzfHlcdZssRaVkhEj,2012,46.0000
"Wiz Khalifa', 'Chevy Woods",11RDz9hLuNkPfULo2SXs6Y,2011,46.0000
"Billy Squier",153NHo5ncbWeJdhgwNgCON,2011,46.0000
"Bon Iver",159ld20LzWoNcdk5HmPjjW,2011,46.0000
"Russell Dickerson",15KIxlXlomcNwSelqVvLcF,2011,46.0000
Emphatic,1dZ3pcfZvOSLRtOJ3LkQj3,2011,46.0000
"Eric Church",1GuHdnhxKx4Ir4VKDp3AIs,2011,46.0000
Disturbed,1HrEnf8mgS1Grlf0PKjDCO,2011,46.0000
"Jake Shimabukuro",1i8FJaKwn3OjZCqGMUnoKG,2011,46.0000
"Crystal Castles",1L0EA6BegmM4KMwTHmSHux,2011,46.0000
"Mat Kearney",1LRV5Gyq5pp3CozJbXaiNS,2011,46.0000
"Tribal Seeds', 'Eric Rachmany",1M1RBlHOwrqnOb4qw1aupD,2011,46.0000
"Chris Young",1mvl4McrgpDUwusRRrn7UU,2011,46.0000
"Mumford & Sons",1NiaRGKtWwIkKoz2nwBxbV,2011,46.0000
"Jake Shimabukuro",1PzD8CQfJbJNRQys7kHqlf,2011,46.0000
"Mac Miller",0AYJ0EyS83IPvrPwuV7KoQ,2011,46.0000
"Big Time Rush",0fC0kT2VDxzl88yTkpd1cw,2011,46.0000
"Wiz Khalifa', 'Big Sean",0JvoR8X87WOPFNOgCT1iwX,2011,46.0000
Newsboys,0KlG5BXUo7TwEmBLBiGu8d,2011,46.0000
"Alejandro Sanz', 'Jarabe De Palo",0PRKHIlK5k8FSYljNgZMdK,2011,46.0000
"The Sandals",0sipGTHxtDrsTH1D9FAujS,2011,46.0000
"Mac Miller",30P2nXxtLhULOVbELJnquf,2011,46.0000
"Chris Tomlin",31Kb7jyAscJJma1gTXRUFQ,2011,46.0000
"The Story So Far",38sLZRXFfJPAeqFE0SX3NS,2011,46.0000
"Tribal Seeds",39QLrOG0qA6ASfkqPZ3yIw,2011,46.0000
Grouplove,3awm1x3kGmYIVrkNDBFP6U,2011,46.0000
"Alacranes Musical",3BQY1xO8xwWaIXYFQ9dLQY,2011,46.0000
"Luke Bryan",3cWeVrL36kX4IpJNrwcMOu,2011,46.0000
"Action Bronson', 'Statik Selektah', 'Nina Sky",3Ewv4TxbUW3Wbpn5aNrPJR,2011,46.0000
Westlife,3NnJrXwCZw2bf4RKxpLEsM,2011,46.0000
Skrillex,3oMgeBTWn2AbLzVHbhmZI6,2011,46.0000
"Ashes Remain",3P7f4TYXYqz1MwcFiQhgu3,2011,46.0000
"Arctic Monkeys",3s4OT5Si1n9TFSNEPjNs0s,2011,46.0000
"Russ Liquid",3SQyguPI469Poain6nfS8e,2011,46.0000
Lansdowne,3sUWMW1e8auwokb8ct9pRn,2011,46.0000
"DJ Khaled', 'Rick Ross', 'Plies', 'Lil Wayne', 'T-Pain",3V8zitLu3UTaYmflW0iCco,2011,46.0000
"Joss Stone",3Xt1rww1XMkh0qrUieRF1I,2011,46.0000
"Jacuzzi Boys",4z6jMoGMakaecHPYcuQANw,2011,46.0000
"Hayes Carll",54BYHlZdV2QsnoPPSnAK8t,2011,46.0000
Destroyer,56dIfld2EW00CPbB3zA6GE,2011,46.0000
"Arctic Monkeys",577M06tqh2BwsT1qqZOBM1,2011,46.0000
Nelly,59qnU7ACYRFKQ2O35D5Onb,2011,46.0000
"The Front Bottoms",5bsifWmUkQPnXXweW6Cx5u,2011,46.0000
"Mike Krol",5cEYcrBGt83tfYBhyuX2h4,2011,46.0000
"Fleet Foxes",5d3aH9vQkli5MDoY4kq4ZM,2011,46.0000
"Lupe Fiasco",5DfAKQmET7CEenXz4bpaN6,2011,46.0000
"Lil Wayne', 'T-Pain",5DjLed65sri5juDG6kdPPK,2011,46.0000
Parachute,5kzrQy4whV7y9Amu8wKRax,2011,46.0000
"Gloria Estefan",5LLUytUxykMn51pAAZF4jN,2011,46.0000
"Alexi Murdoch",5REiwJZQboaDdAnDf8ljhs,2011,46.0000
"Tyler, The Creator",5soIZB93fAOG11xJ7OQKrx,2011,46.0000
"George Strait",5Sqfw0uCMrc2Xam8hXfMMj,2011,46.0000
AJJ,5TQ6MARpfdGi3lToty2TH6,2011,46.0000
"Los Huracanes del Norte",5UAYN30J8i9u80WBqQPvEj,2011,46.0000
"Thieving Birds",5un9niuesU7Nfls37QCyO4,2011,46.0000
"Killer Mike', 'T.I.', 'Big Boi",42cVkpsKWPO7S7XsWN9zVl,2011,46.0000
"Blind Pilot",44BGoGw0sUc0Txh8Y4ZyFg,2011,46.0000
"LoveRance', '50 Cent",48zmVAYyyhoWfTDe5pGynC,2011,46.0000
"Chris Brochu",4gOBYkyz05KP7bKauYuepf,2011,46.0000
"Casey Veggies', 'Mac Miller",4gX5wWBuArhoyV17bVPeBb,2011,46.0000
Ducktails,4NcYXkAAvldlvl7esKz5A3,2011,46.0000
"The Story So Far",4nzZ4QWnSt8I3MJ39UfXdN,2011,46.0000
"El Trono de Mexico",4QOeEntVfFqVrX7m8AEHba,2011,46.0000
"Blackstreet', 'Mýa', 'Mase', 'Blinky Blink",4TQOC2AhsD96oPxAC6NB6w,2011,46.0000
"Tyler, The Creator",4twFcxWUgcdvd6Irs4tamJ,2011,46.0000
"Justin Moore",6W2iNy14pJ4DW30yCY4bop,2011,46.0000
"Luke Bryan",6wfaxgakSIQsHcYBzjNggy,2011,46.0000
"Justin Moore",6Yg4IOp8eV8csWAb1b6mWY,2011,46.0000
"Alexandre Desplat",775OxWq9wfVzmVDS0n3zff,2011,46.0000
"JAY-Z', 'Kanye West', 'Frank Ocean', 'The-Dream",7Ct3wqpGLbNrrG617S00B3,2011,46.0000
"Smith Westerns",7DQDpDeLVS3L9kgb6ejU3z,2011,46.0000
"Fionn Regan",7FyEGqO2tpOxIkVYunP8qL,2011,46.0000
"The Story So Far",7GlRo5A1UdV7pEFzd4O4OG,2011,46.0000
"Natalia Kills",7JQMw0ElNa32RFE55dlkMr,2011,46.0000
"Nicole Scherzinger",7kVQDUKKnIqHSMYIypX8nL,2011,46.0000
"Nature Sounds",7sf5OBXs8RudV2XQLBOX5d,2011,46.0000
"Billy Currington",5Xc1asNg5VerELR1wFjAey,2011,46.0000
"Chad Valley",5XTIP8DJIAlmzA9r0TgFiQ,2011,46.0000
"Mickey Rooney', 'Feist', 'Amy Adams', 'Jason Segel', 'Walter",63OHQ5zebkOIllF9O3372c,2011,46.0000
"J Boog",696bLELRbQE6K4l3rJODMj,2011,46.0000
"Coma Cinema",6CSP4f1yEJnGdibOHnwV4X,2011,46.0000
"Theory of a Deadman",6fsHQN6zZT64dapQ2XjI19,2011,46.0000
"Sleeping With Sirens",6gWnbqyUi5SFhfLoC5No6d,2011,46.0000
"Iron & Wine",6iw32k0OUKHildYsQTRnVB,2011,46.0000
"Craft Spells",6N2kBsYvZaS7tO5awPcnSV,2011,46.0000
Battleme,6n2tWWObNYaPn00JqTADfE,2011,46.0000
"iCarly & Victorious Casts', 'Victorious Cast', 'Victoria Justice",6OaY4KX8ENVogGeMcDrvMx,2011,46.0000
"David Guetta', 'Avicii",6oNRhdGxT0CiypPQHyDiKW,2011,46.0000
AWOLNATION,6qOoAJrmUXqZaxRRprULvl,2011,46.0000
"Ace Hood', 'Chris Brown",2aDsxXzs55S9I7THzNoHdD,2011,46.0000
"Above & Beyond', 'Richard Bedford",2CG1FmeprsyjgHIPNMYCf4,2011,46.0000
"Tyler Childers",2e3FFYFj3PuH9rMwKmjgYF,2011,46.0000
"Mother Mother",2HbkWTyBJf7hp4uEAWIX4h,2011,46.0000
"Fat Joe",2jwu4HjOuG9qfjAKiQ41X4,2011,46.0000
"Falling In Reverse",2lT3pVgAD7qvT98NhUg9Rj,2011,46.0000
"Young the Giant",2m7zt7ZD5NchfZVSRmTSyE,2011,46.0000
"J. Cole",2NJu5JtZLPmmuZF7Lr4Arr,2011,46.0000
"Cody Johnson",2Q3FtnsddWbcf1FHIeR9Nt,2011,46.0000
"All Time Low",2qqn52sp9dDk2F9PdTrpwZ,2011,46.0000
"Blake Shelton",2tE8dp7Xvhx9bfqHfqs0GJ,2011,46.0000
"Mumford & Sons",2va7x2PRDMO8wRDvkK5hwV,2011,46.0000
"Kirk Franklin",2vWWqwrLHAc1th3bR5O4Uv,2011,46.0000
"Zac Brown Band",22CP126Lk8HEfaAylS7zkG,2010,46.0000
"Nana Grizol",2Ao6tuwPEgKbTRhNw5DUZ1,2010,46.0000
"Alan Jackson",2i2Bkg9DmikWMj3NZXh1hj,2010,46.0000
"Cody Jinks",2ibQ2ntPan6aZ09fbc5juH,2010,46.0000
"Sex Bob-Omb",2kHOFLXpz4PIh4bFg3a96r,2010,46.0000
"Sammy Adams",2KQGs6oyLQwfqSZ5Zs0eje,2010,46.0000
"Maroon 5', 'Christina Aguilera",2LNbLA2JSQlv6NRz1xdZRj,2010,46.0000
"Taylor Swift",2R7C9dDqv1UPycvepBFziA,2010,46.0000
"Rusko', 'Amber Coffman', 'Sub Focus",2u6tZMWwhgnRggKHvRWINP,2010,46.0000
"The Album Leaf",2wemf8Txlm0gqF8lqQetNh,2010,46.0000
"Bring Me The Horizon",2WibHTdUH985Caq9y1RYAV,2010,46.0000
"Germán Montero",2WMCTbRR2hBSbelykuXvIQ,2010,46.0000
"Alan Jackson",2WzeWKX4Mymqvyxo2CBpPX,2010,46.0000
"Daft Punk",2xP7MLAMo06fuhne2M8pXA,2010,46.0000
"Hillsong Worship",3Z3mh8aMW1vGBhsSkKT8yR,2010,46.0000
"Tame Impala",45hbq2jmD0Mg5MbPy6kdGb,2010,46.0000
"Lil Wayne', 'Drake",46ymJU8Bt4i3nj91UV1WPk,2010,46.0000
"Carolina Chocolate Drops",4Cfn1AAAAUJC9cI4AwGAld,2010,46.0000
"Broken Bells",4EKKyep9jT8u5WpLC1qLrL,2010,46.0000
"In This Moment",4K6QbaU4KdvYJAOncr2Iu0,2010,46.0000
"Lecrae', 'Andy Mineo",4MHzHTde1kgsv7ggtDNIxf,2010,46.0000
"Lee Brice",4NxPDTO2ivJ1GwXCyOnPcl,2010,46.0000
"Tinie Tempah",4Q4K8fikwOmZYmz82Wco4w,2010,46.0000
"Los Incomparables De Tijuana",4SdMuHAqAydCocJEtKXwJA,2010,46.0000
"Tim McGraw",4tE2mbW2qM0PGOj7yZzvqO,2010,46.0000
"The Pretty Reckless",4U0nhramvy2HXuNcsug8Dk,2010,46.0000
"Conjunto Agua Azul",4vvUL9j6G9LO3M0YbbS6dW,2010,46.0000
"Seasons After",4VxfOVVm5Mnp9JapxZakE3,2010,46.0000
"Lady A",2zdltIgwTAWGXHHJGTPKqv,2010,46.0000
"Broken Bells",2ZgJ3fxDrGSi3VKe84YDAe,2010,46.0000
"Bo Burnham",3abyiZgVtNR9vkFRXpsVQb,2010,46.0000
"Blaze Foley",3ajCj2432Q1WSv5QC6C31F,2010,46.0000
"Soulja Boy",3CYwWDoKCBzdXngixnvwu1,2010,46.0000
"Wiz Khalifa",3Dytdl1wQFd39K7btbHa9u,2010,46.0000
Deftones,3Ed7xsAoPmVw8YG5cjDFoR,2010,46.0000
"Tierra Cali",3JNv4cZ5e8FLozjaY1wLwr,2010,46.0000
"Andre Nickatina', 'San Quinn",3k8zx0tFrsWAvVHXeCBX2r,2010,46.0000
Selena,3KVzV6YRMIWkaH5QsMXwuV,2010,46.0000
"OK Go",3l9eeEd5NABrvYRzXIVqwK,2010,46.0000
"Bo Burnham",3Mk4DNBchI4vCJo14dReCn,2010,46.0000
"Big Time Rush",3mTyzSoSqh6KJj9p88WHaY,2010,46.0000
Nelly,3PfeAZbfD134dO6OiLDA2Y,2010,46.0000
"Webbie', 'Lil Phat",3pLug72Uot4h9reQBJKL3S,2010,46.0000
"Rascal Flatts",3uSeT5T2pOEx5fTdYFJasm,2010,46.0000
ESG,3vNKixmCxeRPhbYq1T47sE,2010,46.0000
"Forever Jones",1A3Hqv4qJd1RBJMq4au7GS,2010,46.0000
Skrillex,1aF6jpITT6RzPxrYsZJeIm,2010,46.0000
"Alan Jackson",1Bucr8Wk891tg8mP6wtdSW,2010,46.0000
"Bill Burr",1CkvIwNxysMq5u3hfLnoe6,2010,46.0000
"The Black Keys",1comODdI862K7ei34XZRa4,2010,46.0000
"Clay Walker",1FkD56SgSNl5SBU6mVMU2i,2010,46.0000
"Rick Ross",1fRuRNJVZjDU1yKXvarKqW,2010,46.0000
"Bring Me The Horizon",1Jx2ZMYVcXM0CfqOysoC8R,2010,46.0000
Iration,08maIvh0evLsn4xFkVvLtw,2010,46.0000
"Lenny Cooper', 'Colt Ford",0aQoWVzfNgBBLWRG1YCL55,2010,46.0000
"Tim McGraw",0Bn3zS1aaIhrMu4OFMnApX,2010,46.0000
"My Darkest Days",0dbPZrmb7Sdn5b6Tn2QXMr,2010,46.0000
"Punch Brothers",0gVTOC191ScBI2Frj9NQQX,2010,46.0000
"The Afters",0i08LLgnQSCIVAXdKztzZ8,2010,46.0000
"Brantley Gilbert",0iED9oTgJbZ7wuKBrZOjkl,2010,46.0000
Cher,0OQyjeW3jHynzehiKw1wPo,2010,46.0000
MARINA,0Q10r6aIqGqeUdl6tY8wc7,2010,46.0000
"Luke Kaufman",0q9eCgxucQQ7UlBkRGGMHl,2010,46.0000
"Asking Alexandria",0qnJvMjpRizhzxCuO4gBOP,2010,46.0000
"Steve Winwood",0qrOEuhMXqAyMMyfOCZ2yC,2010,46.0000
"He Is We",0uAZ41yDTN1nrL60GANOz1,2010,46.0000
"Regulo Caro",0vkWhjZgixnhhvMQjzLa9v,2010,46.0000
Mann,0wpbWr0vI9mIV6WpO5CqPi,2010,46.0000
"Justin Vernon",0YcAWPUwih5MrIlD90oiNu,2010,46.0000
"Erykah Badu",0ZKCq8E5QS4lRjEtFvZqZX,2010,46.0000
"Bill Burr",58KurxTN6RxBh54EXMJ2R1,2010,46.0000
Ghost,59b6JxeyqIA428dgXU11iW,2010,46.0000
"Pretty Lights",5A37UCV7aPjhp1RSocVBfc,2010,46.0000
"Puddle Of Mudd",5A3t6GVPUxBn5yxODZ8r8L,2010,46.0000
Drake,5bDEA48Dxyxoc3K4Dt7yRE,2010,46.0000
Soundgarden,5BHfKRD3LTxFz1tX8AH0DN,2010,46.0000
"Tinie Tempah', 'Eric Turner",5e0dZqrrTaoj6AIL7VjnBM,2010,46.0000
"Ludacris', 'Trey Songz",5fc3CYrNkLym4ifJgnJtmv,2010,46.0000
"Carlos Y Jose",5MhJKLhRlFTvSzSNCXRrxt,2010,46.0000
"Pierce The Veil",5OhLBEgXp9TPGlnFw5pXeK,2010,46.0000
Cher,5PjC8plTyOm10VPjZ2qMyQ,2010,46.0000
"Jazmine Sullivan",5UdicZrmNt418AmwNixCJP,2010,46.0000
"Billy Currington",5wBaR9CHZ9IW5yuQ5mT1cJ,2010,46.0000
"My Darkest Days",5XpUPdTWLLQiNkPbuku2Nj,2010,46.0000
Sweet,5yGYWR0ZTgaQbjQVq1FFbW,2010,46.0000
"Pierce The Veil",635K4hTo5J8d7q8qhfcTMH,2010,46.0000
Bassnectar,69a3Qe4ENBg9FrRDlz9tsx,2010,46.0000
"8Ball', 'MJG",6CBxNLo7JvgfexIvv0y8kN,2010,46.0000
Hammock,6CrrmG1BP9Kjl2TC4PaH92,2010,46.0000
"The Submarines', 'Amp Live",6CTbvxcE6JlTM4cdHZry58,2010,46.0000
"Soothing White Noise for Infant Sleeping and Massage, Crying & Colic Relief",6D87dq3UO77ogog1I2R4Ao,2010,46.0000
"Buck Owens",6dYCiAzt1o9D1XeEVrID1B,2010,46.0000
"Chris Brown', 'Drake', 'T.I.', 'Kanye West', 'Fabolous', 'Rick Ross', 'André 3000",6EC5hHjYlwVmj8cpjSjJWA,2010,46.0000
"Kendrick Lamar",6ff9CLXYk39PKFYoYCYeog,2010,46.0000
"Dixie Chicks",6hRZ6K5MzPMKxUoEqHjBW0,2010,46.0000
"Nine Inch Nails",6j0Q06QmlWdd8xlS8NrOhl,2010,46.0000
"Yolanda Be Cool', 'DCup",6lFKHp2pjDlbYeeqZ0olm8,2010,46.0000
"Marvin Sapp",6oMuxrR8Aq74QG872Pd37Z,2010,46.0000
Deftones,6pjdymCx5ddv3M8HTsdhNU,2010,46.0000
